2025-04-04 20:03:30 - INFO - [Rank 0] Loading data from ../../preprocessed_glaucoma_data...
2025-04-04 20:03:30 - INFO - [Rank 1] Loading data from ../../preprocessed_glaucoma_data...
2025-04-04 20:06:57 - INFO - [Rank 1] Data loaded.
2025-04-04 20:06:57 - INFO - [Rank 0] Data loaded.
2025-04-04 20:07:00 - INFO - Model architecture: MedicalCNN
2025-04-04 20:07:00 - INFO - Total layers: 129
2025-04-04 20:07:00 - INFO - Total parameters: 22,494,274
2025-04-04 20:07:02 - INFO - Epoch [1/10], Batch [0/374], Loss: 0.6838
2025-04-04 20:07:02 - INFO - Epoch [1/10], Batch [10/374], Loss: 0.7080
2025-04-04 20:07:03 - INFO - Epoch [1/10], Batch [20/374], Loss: 0.6697
2025-04-04 20:07:04 - INFO - Epoch [1/10], Batch [30/374], Loss: 0.6936
2025-04-04 20:07:05 - INFO - Epoch [1/10], Batch [40/374], Loss: 0.6248
2025-04-04 20:07:05 - INFO - Epoch [1/10], Batch [50/374], Loss: 0.6716
2025-04-04 20:07:06 - INFO - Epoch [1/10], Batch [60/374], Loss: 0.6268
2025-04-04 20:07:07 - INFO - Epoch [1/10], Batch [70/374], Loss: 0.6815
2025-04-04 20:07:07 - INFO - Epoch [1/10], Batch [80/374], Loss: 0.6101
2025-04-04 20:07:08 - INFO - Epoch [1/10], Batch [90/374], Loss: 0.6993
2025-04-04 20:07:09 - INFO - Epoch [1/10], Batch [100/374], Loss: 0.6989
2025-04-04 20:07:09 - INFO - Epoch [1/10], Batch [110/374], Loss: 0.5763
2025-04-04 20:07:10 - INFO - Epoch [1/10], Batch [120/374], Loss: 0.5612
2025-04-04 20:07:11 - INFO - Epoch [1/10], Batch [130/374], Loss: 0.5974
2025-04-04 20:07:11 - INFO - Epoch [1/10], Batch [140/374], Loss: 0.6731
2025-04-04 20:07:12 - INFO - Epoch [1/10], Batch [150/374], Loss: 0.7900
2025-04-04 20:07:13 - INFO - Epoch [1/10], Batch [160/374], Loss: 0.5967
2025-04-04 20:07:13 - INFO - Epoch [1/10], Batch [170/374], Loss: 0.6076
2025-04-04 20:07:14 - INFO - Epoch [1/10], Batch [180/374], Loss: 0.6135
2025-04-04 20:07:15 - INFO - Epoch [1/10], Batch [190/374], Loss: 0.7444
2025-04-04 20:07:15 - INFO - Epoch [1/10], Batch [200/374], Loss: 0.7502
2025-04-04 20:07:16 - INFO - Epoch [1/10], Batch [210/374], Loss: 0.7212
2025-04-04 20:07:17 - INFO - Epoch [1/10], Batch [220/374], Loss: 0.6360
2025-04-04 20:07:17 - INFO - Epoch [1/10], Batch [230/374], Loss: 0.5847
2025-04-04 20:07:18 - INFO - Epoch [1/10], Batch [240/374], Loss: 0.6184
2025-04-04 20:07:19 - INFO - Epoch [1/10], Batch [250/374], Loss: 0.5642
2025-04-04 20:07:19 - INFO - Epoch [1/10], Batch [260/374], Loss: 0.5777
2025-04-04 20:07:20 - INFO - Epoch [1/10], Batch [270/374], Loss: 0.5440
2025-04-04 20:07:21 - INFO - Epoch [1/10], Batch [280/374], Loss: 0.5233
2025-04-04 20:07:21 - INFO - Epoch [1/10], Batch [290/374], Loss: 0.5324
2025-04-04 20:07:22 - INFO - Epoch [1/10], Batch [300/374], Loss: 0.5455
